,text,pos_tag,mintime,maxtime
1683,du,PRON,1187.52008,1187.64008
1684,sowieso,ADV,1187.64008,1188.20008
1685,machen,VERB,1188.20008,1188.43008
1686,weil,SCONJ,1188.72704,1188.92417
1687,das,PRON,1188.92417,1189.09417
1688,bei,ADP,1189.09417,1189.21417
1689,mir,PRON,1189.21417,1189.61417
1690,dann,ADV,1189.64417,1189.75417
1691,immer,ADV,1190.21417,1190.40417
1692,total,ADV,1190.40417,1190.94417
1693,kahl,NOUN,1191.00417,1191.40417
1694,und,CCONJ,1191.40417,1191.56417
1695,kalt,ADV,1191.61417,1191.80417
1696,aussieht,VERB,1191.80417,1192.17417
1697,ja,ADV,1192.71756,1192.98592
1698,äh,INTJ,1193.68198,1193.92198
1699,ja,ADV,1193.92198,1194.20198
1700,oh,PROPN,1200.8664,1201.07352
1701,ja,ADV,1201.07352,1201.29352
1702,verdammt,VERB,1201.29352,1201.87919
1703,wieviel,ADV,1202.77075,1202.94788
1704,Qua-,X,1202.94788,1203.03787
1705,hamwa,VERB,1203.31787,1203.59787
1706,hatten,AUX,1209.92246,1210.22958
1707,wir,PRON,1210.22958,1210.34958
1708,nicht,PART,1210.34958,1210.41958
1709,Vierzig-Quadratmeter-Küche,NOUN,1210.44958,1211.66958
1710,moment,ADV,1213.02138,1213.3085
1711,wir,PRON,1213.3085,1213.4285
1712,hatten,AUX,1213.4285,1213.5585
1713,fünfundzwanzig,ADV,1213.5585,1214.3485
1714,und,CCONJ,1214.3485,1214.3785
1715,fünfundzwanzig,ADV,1214.3785,1215.5785
1716,sind,AUX,1215.9785,1216.0985
1717,fünfzig,NUM,1216.0985,1216.70027
1718,dann,ADV,1217.54158,1217.64871
1719,hatten,AUX,1217.64871,1217.89871
1720,wir,PRON,1217.89871,1218.26871
1721,zehn,NUM,1221.78294,1222.3025
1722,zehn,NUM,1223.82581,1224.06581
1723,war,AUX,1224.06581,1224.24581
1724,Ankleide,NOUN,1224.24581,1224.61581
1725,dann,ADV,1224.71581,1225.22581
1726,sind,AUX,1225.22581,1225.35581
1727,wir,PRON,1225.35581,1225.54581
1728,bei,ADP,1225.54581,1225.64581
1729,sechzig,NUM,1225.64581,1226.14754
1730,zehn,NUM,1226.67554,1227.48267
1731,zehn,NUM,1227.53267,1227.78267
1732,brauchen,VERB,1227.78267,1228.04267
1733,wir,PRON,1228.04267,1228.33267
1734,Flur,NOUN,1228.41267,1228.60267
1735,brauchen,VERB,1228.60267,1228.80267
1736,wir,PRON,1228.80267,1228.89267
1737,ja,ADV,1228.89267,1228.95267
1738,auch,ADV,1228.95267,1229.08267
1739,noch,ADV,1229.08267,1229.22913
1740,zehn,NUM,1230.60662,1230.83662
1741,brauchen,VERB,1230.83662,1231.15663
1742,wir,PRON,1231.15663,1231.31662
1743,für,ADP,1231.31662,1231.58662
1744,den,DET,1231.58662,1231.74662
1745,Flur,NOUN,1231.74662,1232.17663
1746,dann,ADV,1233.36846,1233.48558
1747,sind,AUX,1233.48558,1233.76558
1748,wir,PRON,1233.76558,1233.90558
1749,sind,AUX,1233.90558,1234.05558
1750,wir,PRON,1234.05558,1234.18558
1751,bei,ADP,1234.18558,1234.53558
1752,siebzig,NUM,1235.62558,1236.12558
1753,äh,INTJ,1241.37904,1241.98904
1754,Bad,PROPN,1243.36806,1243.64519
1755,wollten,AUX,1243.64519,1243.80519
1756,wir,PRON,1243.80519,1243.90519
1757,sechzig,NUM,1243.90519,1244.31019
1758,machen,VERB,1244.31019,1244.57519
1759,wären,AUX,1244.57519,1244.81519
1760,wir,PRON,1244.81519,1244.87519
1761,bei,ADP,1244.87519,1244.94519
1762,hundertzeh,ADV,1244.94519,1245.54519
1763,nee,X,1245.80519,1245.96519
1764,hundertdreißig,ADV,1245.96519,1246.64012
1765,wir,PRON,1251.57581,1251.65294
1766,brauchen,VERB,1251.65294,1252.00294
1767,ja,ADV,1252.00294,1252.06294
1768,noch,ADV,1252.06294,1252.15294
1769,die,DET,1252.15294,1252.26294
1770,Küche,NOUN,1252.26294,1252.57294
1771,woll-,X,1252.57294,1252.71294
1772,Küche,NOUN,1253.9629,1254.4429
1773,nee,X,1256.97896,1257.29608
1774,gut,ADV,1261.88702,1261.96415
1775,dann,ADV,1261.96415,1261.99415
1776,wären,AUX,1261.99415,1262.12415
1777,wir,PRON,1262.12415,1262.25415
1778,jetzt,ADV,1262.25415,1262.50415
1779,bei,ADP,1262.50415,1262.89415
1780,fünfund-,X,1265.71723,1266.11723
1781,fünfundfünzig,ADV,1266.11723,1266.85723
1782,was,PRON,1269.44556,1269.55269
1783,fehlt,VERB,1269.55269,1269.71269
1784,denn,CCONJ,1269.71269,1269.82269
1785,jetzt,ADV,1269.82269,1269.99269
1786,noch,ADV,1269.99269,1270.10344
1787,und,CCONJ,1272.17227,1272.5394
1788,die,DET,1272.5394,1272.6294
1789,Küche,NOUN,1272.6294,1272.87344
1790,äh,INTJ,1274.35721,1274.77721
1791,das,PRON,1274.77721,1274.92721
1792,Bad,PROPN,1274.99721,1275.36808
1793,hatten,AUX,1277.47154,1277.70527
1794,okay,ADV,1279.24333,1279.68333
1795,ja,ADV,1283.13435,1283.40148
1796,okay,ADV,1283.40148,1283.75148
1797,ja,ADV,1289.89037,1290.13892
1798,aber,CCONJ,1290.26875,1290.42587
1799,ich,PRON,1290.42587,1290.53588
1800,will,AUX,1290.53588,1290.90587
1801,dann,ADV,1290.90587,1291.36587
1802,eher,ADV,1291.52588,1291.89587
1803,Abendsonne,PROPN,1292.07587,1292.59587
1804,ich,PRON,1293.93033,1294.03746
1805,will,AUX,1294.03746,1294.16746
1806,dann,ADV,1294.16746,1294.32746
1807,eher,ADV,1294.32746,1294.46746
1808,Abendsonne,PROPN,1294.46746,1295.21146
1809,als,ADP,1296.81285,1296.95998
1810,morgens,ADV,1296.95998,1297.33998
1811,Sonne,NOUN,1297.33998,1297.76504
1812,ja,ADV,1300.92621,1300.99333
1813,ja,ADV,1300.99333,1301.19333
1814,genau,ADV,1301.19333,1301.35333
1815,so,ADV,1301.35333,1301.41333
1816,so,ADV,1301.41333,1301.47333
1817,so,ADV,1301.47333,1301.53333
1818,glasmäßig,ADV,1301.53333,1302.92333
1819,so,ADV,1303.27204,1303.33917
1820,dass,SCONJ,1303.33917,1303.45917
1821,man,PRON,1303.45917,1303.58917
1822,da,ADV,1303.58917,1303.71917
1823,so,ADV,1303.71917,1303.80917
1824,bisschen,ADJ,1303.83917,1303.92917
1825,rausgucken,VERB,1303.92917,1304.32917
1826,kann,AUX,1304.32917,1304.41917
1827,und,CCONJ,1304.41917,1304.44917
1828,dann,ADV,1304.44917,1304.64917
1829,dann,ADV,1304.64917,1304.95917
1830,halt,ADV,1304.95917,1305.13917
1831,so,ADV,1305.23917,1305.47917
1832,schön,ADV,1305.62917,1305.79917
1833,grillen,VERB,1305.79917,1306.10917
1834,kann,AUX,1306.10917,1306.90917
1835,ja,ADV,1308.00906,1308.18219
1836,mh,PROPN,1310.52396,1310.61396
1837,aU,ADV,562.70646,562.74646
1838,aU,ADV,563.14646,563.23646
1839,aU,ADV,579.35375,579.53375
1840,aU,ADV,605.01473,605.39473
1841,aI,PROPN,606.1341,606.2441
1842,aU,ADV,617.90285,618.04344
1843,aU,ADV,618.69056,618.84056
1844,aU,ADV,641.29333,641.42333
1845,aI,PROPN,643.53333,643.72333
1846,aU,ADV,668.89702,669.06702
1847,ts,NOUN,670.8349,670.9149
1848,aI,PROPN,674.1149,674.2149
1849,aI,PROPN,675.4149,675.5149
1850,aI,PROPN,675.6249,675.7449
1851,ts,NOUN,676.3449,676.4849
1852,aI,PROPN,676.7649,676.8749
1853,aU,ADV,677.8549,677.9449
1854,aI,PROPN,678.0949,678.1849
1855,aI,PROPN,678.2849,678.3949
1856,aU,ADV,679.1249,679.2149
1857,aI,PROPN,679.6249,679.7449
1858,ts,NOUN,681.3849,681.4349
1859,aU,ADV,693.55729,693.72729
1860,ts,NOUN,733.27394,733.33394
1861,ts,NOUN,747.40327,747.46327
1862,ts,NOUN,751.89329,751.93329
1863,aU,ADV,758.34883,758.44883
1864,ts,NOUN,770.41246,770.48246
1865,ts,NOUN,771.20246,771.31246
1866,ts,NOUN,771.48246,771.62246
1867,aI,PROPN,788.3026,788.4026
1868,aI,PROPN,794.91892,795.28892
1869,aU,ADV,796.7491,796.8991
1870,ts,NOUN,808.73365,808.84365
1871,ts,NOUN,823.35577,823.39577
1872,aI,PROPN,834.70998,834.80998
1873,OY,PROPN,834.94998,834.99998
1874,aU,ADV,840.06254,840.16254
1875,OY,PROPN,846.05623,846.16623
1876,ts,NOUN,847.3196,847.4096
1877,ts,NOUN,855.92181,855.99894
1878,aI,PROPN,856.04894,856.17894
1879,ts,NOUN,856.17894,856.24894
1880,aI,PROPN,856.28894,856.43894
1881,aU,ADV,862.77917,862.95917
1882,ts,NOUN,895.71531,895.75531
1883,ts,NOUN,897.70531,897.79531
1884,aI,PROPN,912.82594,912.98594
1885,aI,PROPN,913.62594,913.83594
1886,ts,NOUN,914.80594,914.84594
1887,ts,NOUN,917.63594,917.69594
1888,ts,NOUN,930.23288,930.34288
1889,ts,NOUN,931.63537,931.6825
1890,aU,ADV,951.41194,951.45194
1891,aU,ADV,952.02194,952.22194
1892,aU,ADV,952.30194,952.34194
1893,aU,ADV,952.58194,952.64194
1894,ts,NOUN,962.69962,962.82962
1895,aU,ADV,962.90963,962.95962
1896,aU,ADV,970.16875,970.24875
1897,aU,ADV,970.91875,971.06875
1898,aI,PROPN,971.49875,971.53875
1899,ts,NOUN,984.38783,984.46783
1900,aI,PROPN,993.35406,993.44406
1901,ts,NOUN,993.48406,993.56406
1902,aI,PROPN,993.93406,994.31406
1903,aU,ADV,995.6721,995.76527
1904,aU,ADV,1015.08821,1015.17821
1905,ts,NOUN,1022.38419,1022.43419
1906,aU,ADV,1031.24919,1031.48919
1907,aI,PROPN,1036.20083,1036.61083
1908,aI,PROPN,1036.64083,1036.75083
1909,aI,PROPN,1036.78083,1036.98083
1910,aU,ADV,1038.22358,1038.30358
1911,aI,PROPN,1055.92302,1056.00302
1912,aU,ADV,1068.08638,1068.12638
1913,aU,ADV,1068.94637,1069.06638
1914,aU,ADV,1070.5819,1070.6219
1915,aU,ADV,1081.90727,1082.06952
1916,aI,PROPN,1090.73856,1090.90856
1917,aI,PROPN,1091.06856,1091.14856
1918,aI,PROPN,1094.22046,1094.29046
1919,aI,PROPN,1096.07046,1096.19046
1920,aU,ADV,1104.53321,1104.59321
1921,aU,ADV,1104.80321,1104.93321
1922,aU,ADV,1119.93625,1120.03625
1923,ts,NOUN,1120.75625,1120.79625
1924,aU,ADV,1122.26777,1122.34777
1925,aI,PROPN,1122.93777,1123.04777
1926,aU,ADV,1128.36963,1128.53962
1927,aU,ADV,1132.86117,1133.16848
1928,aU,ADV,1138.14494,1138.19494
1929,aU,ADV,1145.95238,1146.03238
1930,aU,ADV,1146.747,1146.877
1931,aU,ADV,1147.047,1147.157
1932,aI,PROPN,1147.857,1147.997
1933,aI,PROPN,1148.187,1148.257
1934,ts,NOUN,1165.4246,1165.4746
1935,aI,PROPN,1168.9546,1169.1046
1936,ts,NOUN,1185.08008,1185.18008
1937,aI,PROPN,1186.29008,1186.42008
1938,aI,PROPN,1187.31008,1187.42008
1939,aI,PROPN,1188.76417,1188.80417
1940,aI,PROPN,1189.16417,1189.21417
1941,aU,ADV,1191.80417,1192.02417
1942,ts,NOUN,1210.64958,1210.68958
1943,ts,NOUN,1216.3785,1216.4685
1944,ts,NOUN,1221.78294,1221.93294
1945,ts,NOUN,1223.82581,1223.86581
1946,aI,PROPN,1224.46581,1224.58581
1947,aI,PROPN,1225.60581,1225.64581
1948,ts,NOUN,1225.87581,1225.98581
1949,ts,NOUN,1226.67554,1226.81267
1950,ts,NOUN,1227.53267,1227.60267
1951,aU,ADV,1228.95267,1229.08267
1952,ts,NOUN,1230.60662,1230.69663
1953,aI,PROPN,1234.26558,1234.53558
1954,ts,NOUN,1235.86558,1235.95558
1955,ts,NOUN,1244.14519,1244.24519
1956,aI,PROPN,1244.90519,1244.94519
1957,aI,PROPN,1246.27519,1246.41519
1958,aI,PROPN,1262.57415,1262.89415
1959,ts,NOUN,1266.51723,1266.61723
1960,aU,ADV,1301.29333,1301.35333
1961,aU,ADV,1303.96917,1304.09917
1962,u:6,ADJ,840.32254,840.55254
1963,aU,ADV,962.90963,962.95962
1964,aU,ADV,970.16875,970.24875
1965,E6,PROPN,994.85406,994.99406
1966,I6,X,1068.15638,1068.34638
1967,aI,PROPN,1122.93777,1123.04777
1968,e:6,NOUN,1166.3846,1166.6246
1969,e:6,NOUN,1167.9146,1168.1696
1970,e:6,NOUN,1168.1696,1168.4846
1971,e:6,NOUN,1168.4846,1168.6046
1972,e:6,NOUN,1170.0696,1170.2646
1973,i:6,PROPN,1210.22958,1210.34958
1974,aU,ADV,1228.95267,1229.08267
1975,e:6,NOUN,1291.52588,1291.89587
1976,e:6,NOUN,1294.32746,1294.46746
1977,Mhm,PROPN,555.79196,556.1209
1978,ja,ADV,557.06442,557.26352
1979,ja,ADV,564.54506,564.77013
1980,also,ADV,565.84515,566.13946
1981,mehr,ADV,567.68027,568.3295
1982,ja,ADV,578.00879,578.38967
1983,ja,ADV,578.87442,579.18604
1984,genau,ADV,579.24662,579.60154
1985,mittig,ADV,585.16048,585.59329
1986,ja,ADV,585.96552,586.12133
1987,ja,ADV,587.54094,587.83525
1988,achso,VERB,601.34227,601.78375
1989,ja,ADV,609.19512,609.40287
1990,ja,ADV,625.42021,625.64527
1991,ja,ADV,644.23348,644.38065
1992,nee,X,654.7541,655.02246
1993,ja,ADV,664.78831,665.16054
1994,ja,ADV,683.6016,683.80935
1995,ja,ADV,723.72181,723.87762
1996,ja,ADV,726.90896,727.31581
1997,ja,ADV,727.40238,727.59281
1998,ja,ADV,735.3764,735.55819
1999,ja,ADV,737.06435,737.3154
2000,doch,CCONJ,737.44523,737.67896
2001,ja,ADV,737.81746,737.99925
2002,ja,ADV,739.49675,739.7045
2003,ja,ADV,748.98563,749.21069
2004,ja,ADV,749.45306,749.74738
2005,ja,ADV,765.62621,765.97246
2006,ja,ADV,766.09529,766.24246
2007,ja,ADV,766.31171,766.59738
2008,ja,ADV,767.16002,767.37644
2009,ja,ADV,805.38385,805.85129
2010,okay,ADV,820.60481,820.96838
2011,ja,ADV,854.60606,854.95231
2012,genau,ADV,862.63204,863.02158
2013,nee,X,877.80804,878.2685
2014,ja,ADV,919.53233,919.90456
2015,zehn,NUM,930.21575,930.61394
2016,zehn,NUM,931.63537,932.09417
2017,ja,ADV,933.82706,934.04348
2018,ja,ADV,975.99115,976.16427
2019,ja,ADV,982.38108,982.63212
2020,genau,ADV,995.44498,995.76527
2021,ja,ADV,1014.64946,1014.91781
2022,ja,ADV,1015.87863,1016.06906
2023,ja,ADV,1016.50188,1016.675
2024,okay,ADV,1029.34071,1029.71294
2025,ja,ADV,1038.94294,1039.13337
2026,ja,ADV,1045.25498,1045.61854
2027,ja,ADV,1060.4846,1060.74429
2028,ja,ADV,1062.24181,1062.44092
2029,Küche,NOUN,1066.5456,1066.92648
2030,ja,ADV,1077.00398,1077.3156
2031,ja,ADV,1085.70515,1086.0514
2032,also,ADV,1097.3321,1097.7476
2033,ja,ADV,1108.53656,1108.7876
2034,Mhm,PROPN,1140.2336,1140.57985
2035,Mhm,PROPN,1152.06831,1152.37129
2036,ja,ADV,1181.20312,1181.48879
2037,ja,ADV,1182.36306,1182.54485
2038,ja,ADV,1192.71756,1192.98592
2039,zehn,NUM,1221.76581,1222.3025
2040,Küche,NOUN,1253.90577,1254.47565
2041,hatten,AUX,1277.47154,1277.70527
2042,ja,ADV,1289.85325,1290.13892
2043,ja,ADV,1308.00906,1308.18219
2044,Mhm,PROPN,555.79196,556.1209
2045,ja,ADV,557.06442,557.21154
2046,ja,ADV,564.57219,564.75219
2047,also,ADV,565.86227,566.11227
2048,mehr,ADV,567.68027,568.3295
2049,ja,ADV,578.00879,578.35592
2050,ja,ADV,578.87442,579.12154
2051,genau,ADV,579.24662,579.53375
2052,mittig,ADV,585.1976,585.5676
2053,ja,ADV,585.98265,586.12133
2054,ja,ADV,587.58806,587.77806
2055,direkt,ADV,598.21737,598.4645
2056,in,ADP,598.4645,598.5345
2057,der,DET,598.5345,598.6745
2058,Küche,NOUN,598.6745,598.9245
2059,steht,VERB,598.9245,599.2821
2060,achso,VERB,601.4194,601.7394
2061,ja,ADV,604.6576,604.92473
2062,ich,PRON,604.92473,604.98473
2063,auch,ADV,605.01473,605.42802
2064,also,ADV,605.44698,605.7341
2065,allein,ADV,605.7641,606.3041
2066,schon,ADV,606.3041,606.6491
2067,äh,INTJ,606.7141,606.9041
2068,für,ADP,606.9041,606.9541
2069,die,DET,606.9541,607.1041
2070,Schuhe,NOUN,607.1041,607.40329
2071,ja,ADV,609.19512,609.38225
2072,ja,ADV,617.25573,617.34285
2073,ja,ADV,617.34285,617.69285
2074,genau,ADV,617.69285,618.04344
2075,ja,ADV,618.04344,618.38056
2076,ja,ADV,618.38056,618.57056
2077,genau,ADV,618.57056,618.84056
2078,ja,ADV,625.44733,625.64527
2079,ja,ADV,640.86621,640.98333
2080,ja,ADV,640.98333,641.13333
2081,genau,ADV,641.13333,641.42333
2082,wo,ADV,641.42333,641.75333
2083,wo,ADV,641.75333,641.94333
2084,wo,ADV,641.94333,642.02333
2085,man,PRON,642.02333,642.48333
2086,das,PRON,642.48333,642.67833
2087,Essen,PROPN,642.67833,642.92333
2088,so,ADV,642.92333,643.08333
2089,durchreicht,NOUN,643.08333,643.72333
2090,so,ADV,643.72333,643.83529
2091,ja,ADV,643.83529,644.04242
2092,ja,ADV,644.04242,644.21617
2093,ja,ADV,644.23348,644.38065
2094,nee,X,654.77123,655.02246
2095,also,ADV,659.64487,659.852
2096,also,ADV,659.962,660.152
2097,den,DET,660.152,660.292
2098,Flur,NOUN,660.342,660.582
2099,ich,PRON,660.612,660.772
2100,ja,ADV,660.772,660.902
2101,ich,PRON,660.972,661.372
2102,ja,ADV,661.372,661.472
2103,schon,ADV,661.472,661.612
2104,mal,ADV,661.612,661.807
2105,sagen,VERB,661.807,662.112
2106,ist,AUX,662.112,662.272
2107,ja,ADV,662.272,662.332
2108,okay,ADV,662.332,662.75413
2109,dann,ADV,663.52452,663.96165
2110,ich,PRON,663.99165,664.15165
2111,aber,CCONJ,664.15165,664.64119
2112,ja,ADV,664.78831,665.08544
2113,ja,ADV,668.4499,668.57702
2114,ja,ADV,668.57702,668.73702
2115,genau,ADV,668.73702,669.06702
2116,und,CCONJ,669.37777,669.4449
2117,dann,ADV,669.4449,669.6549
2118,ich,PRON,669.6849,669.8149
2119,äh,INTJ,670.0049,670.4049
2120,sozusagen,ADV,670.7649,671.2449
2121,am,PART,671.2449,671.3349
2122,Ende,NOUN,671.3349,671.6749
2123,des,DET,671.6749,671.8149
2124,Flurs,NOUN,671.8149,672.4549
2125,jeweils,ADV,672.4549,673.4049
2126,jeweils,ADV,673.6349,674.4149
2127,an,ADP,674.4149,674.8449
2128,äh,INTJ,674.9049,675.1349
2129,den,DET,675.2049,675.3649
2130,beiden,PRON,675.3649,675.5849
2131,Seiten,NOUN,675.5849,675.8049
2132,links,ADV,675.8049,676.0049
2133,und,CCONJ,676.0049,676.1149
2134,rechts,ADV,676.1149,676.3449
2135,zwei,NUM,676.3449,676.8749
2136,Türen,NOUN,676.8749,677.2649
2137,so,ADV,677.4049,677.4749
2138,dass,SCONJ,677.4749,677.8549
2139,auf,ADP,677.8549,677.9749
2140,der,DET,677.9749,678.0949
2141,einen,DET,678.0949,678.2549
2142,Seite,NOUN,678.2549,678.5849
2143,die,DET,678.6849,678.7949
2144,Küche,NOUN,678.7949,679.0549
2145,und,CCONJ,679.0549,679.1249
2146,auf,ADP,679.1249,679.2449
2147,der,DET,679.2449,679.3649
2148,anderen,PRON,679.3649,679.5749
2149,Seite,NOUN,679.5749,679.9149
2150,type,VERB,679.9849,680.1749
2151,äh,INTJ,680.8549,681.0749
2152,das,PRON,681.0749,681.1949
2153,Wohnzimmer,PROPN,681.1949,681.6449
2154,ist,AUX,681.6449,681.82708
2155,ja,ADV,683.6016,683.80935
2156,doch,CCONJ,691.41017,691.56729
2157,man,PRON,691.56729,691.70729
2158,kann,AUX,691.70729,691.84729
2159,ja,ADV,691.84729,691.94729
2160,noch,ADV,691.94729,692.12729
2161,mal,ADV,692.12729,692.32729
2162,paar,DET,692.49729,692.73729
2163,Durchgänge,NOUN,692.93729,693.49729
2164,bauen,VERB,693.49729,693.76729
2165,also,ADV,694.72444,696.26444
2166,ach,X,702.10777,702.17777
2167,so,ADV,702.17777,702.36777
2168,ja,ADV,702.36777,702.49777
2169,ja,ADV,702.49777,702.75777
2170,gut,ADV,702.75777,703.02777
2171,okay,ADV,703.02777,703.39777
2172,ja,ADV,703.39777,703.5755
2173,ach,X,722.80425,722.92138
2174,so,ADV,722.92138,723.19137
2175,ja,ADV,723.22137,723.47079
2176,ja,ADV,723.72181,723.87762
2177,ja,ADV,726.90896,727.31581
2178,ja,ADV,727.40238,727.59281
2179,ja,ADV,730.90062,731.10063
2180,ich,PRON,731.10063,731.16062
2181,ich,PRON,731.25063,731.57062
2182,da,ADV,733.10681,733.24394
2183,Zimmer,NOUN,733.27394,733.52394
2184,da,ADV,733.52394,733.74394
2185,da,ADV,733.74394,734.07394
2186,und,CCONJ,734.07394,734.10394
2187,dann,ADV,734.10394,734.41394
2188,da,ADV,734.41394,734.68394
2189,ja,ADV,734.68394,734.93394
2190,ja,ADV,735.3764,735.50352
2191,ja,ADV,737.06435,737.28148
2192,doch,CCONJ,737.44523,737.67896
2193,ja,ADV,737.81746,737.99925
2194,ja,ADV,739.49675,739.68387
2195,also,ADV,745.24615,745.36327
2196,ich,PRON,745.36327,745.56327
2197,würde,AUX,745.56327,745.88327
2198,schon,ADV,745.98327,746.58327
2199,gerne,ADV,746.68327,747.03327
2200,großes,ADJ,747.06327,747.30327
2201,Zimmer,NOUN,747.40327,747.57327
2202,haben,AUX,747.57327,747.84302
2203,ja,ADV,748.98563,749.16275
2204,ja,ADV,749.45306,749.65019
2205,ja,ADV,750.01738,750.1645
2206,ja,ADV,750.1645,750.25975
2207,dann,ADV,750.47617,750.66329
2208,haben,AUX,750.66329,751.01329
2209,wir,PRON,751.01329,751.22329
2210,dann,ADV,751.25329,751.31329
2211,haben,AUX,751.31329,751.49329
2212,wir,PRON,751.49329,751.58329
2213,fünfzig,NUM,751.58329,752.01329
2214,schon,ADV,752.01329,752.14329
2215,mal,ADV,752.14329,752.25329
2216,weg,ADV,752.25329,752.38329
2217,type,VERB,755.30496,755.92496
2218,auch,ADV,758.31171,758.47883
2219,fünfundzwanzig,ADV,758.47883,759.2639
2220,ja,ADV,765.62621,765.93333
2221,ja,ADV,766.12242,766.22242
2222,ja,ADV,766.33883,766.59738
2223,ja,ADV,767.16002,767.34715
2224,okay,ADV,768.28533,768.54246
2225,dann,ADV,768.54246,768.67246
2226,brauchen,VERB,768.67246,768.88246
2227,wir,PRON,768.88246,768.95246
2228,noch,ADV,768.95246,769.29246
2229,Badezimmer,NOUN,770.05246,770.62246
2230,können,AUX,770.68246,770.83246
2231,wir,PRON,770.83246,770.93246
2232,zwanzig,NUM,771.20246,771.86035
2233,also,ADV,787.7626,788.2226
2234,meinst,ADV,788.2226,788.4926
2235,du,PRON,788.4926,788.5826
2236,das,PRON,788.5826,788.7226
2237,ist,AUX,788.7226,788.8326
2238,Strafe,NOUN,788.8326,789.2426
2239,genug,ADV,789.2426,789.5626
2240,oder,CCONJ,789.6426,789.8026
2241,was,PRON,789.8026,789.8926
2242,also,ADV,794.11179,794.24892
2243,wir,PRON,794.24892,794.35892
2244,waren,AUX,794.35892,794.53892
2245,jetzt,ADV,794.53892,794.67892
2246,bei,ADP,794.88892,795.28892
2247,wieviel,ADV,795.34892,795.57892
2248,Quadratm-,X,795.57892,796.17198
2249,achtzig,ADV,796.17198,796.5991
2250,genau,ADV,796.6491,796.8991
2251,dann,ADV,797.75773,797.85485
2252,brauchen,VERB,797.85485,798.21485
2253,wir,PRON,798.21485,798.31485
2254,also,ADV,798.31485,798.63485
2255,gut,ADV,798.87485,799.20985
2256,dann,ADV,799.20985,799.29485
2257,ja,ADV,805.38385,805.85129
2258,ja,ADV,806.21652,806.31365
2259,ja,ADV,806.31365,806.41365
2260,aber,CCONJ,806.41365,806.97365
2261,das,PRON,806.97365,807.35365
2262,dann,ADV,807.40365,807.44365
2263,ja,ADV,807.55365,807.61365
2264,wieder,ADV,807.61365,807.94365
2265,so,ADV,807.94365,808.25365
2266,Wohnzimmerküchemix,NOUN,808.34365,809.8781
2267,ja,ADV,819.7565,820.10362
2268,ja,ADV,820.10362,820.17363
2269,ja,ADV,820.17363,820.27363
2270,ja,ADV,820.27363,820.54363
2271,okay,ADV,820.60481,820.96838
2272,sagen,VERB,821.59577,822.08577
2273,wir,PRON,822.83577,822.94577
2274,vierzig,NUM,823.06577,823.47577
2275,Quadratmeter,NOUN,823.47577,824.09577
2276,das,PRON,824.09577,824.25577
2277,nee,X,825.402,825.58912
2278,wir,PRON,825.58912,825.68912
2279,hatten,AUX,825.68912,825.82912
2280,gerade,ADV,825.82912,826.05912
2281,achtzig,ADV,826.05912,826.74373
2282,oh,PROPN,834.37998,834.52998
2283,der,DET,834.52998,834.64998
2284,Timer,NOUN,834.64998,834.89998
2285,läuft,VERB,834.89998,835.04998
2286,gar,ADV,835.10998,835.31998
2287,na,X,836.96254,837.05254
2288,ja,ADV,837.05254,837.20254
2289,gut,ADV,837.30254,837.83254
2290,ähm,X,838.32254,838.64254
2291,gut,ADV,839.16254,839.34254
2292,ich,PRON,839.34254,839.42254
2293,mal,ADV,839.49254,839.72254
2294,so,ADV,839.72254,839.83254
2295,grob,ADV,839.83254,840.06254
2296,auf,ADP,840.06254,840.20254
2297,die,DET,840.26254,840.32254
2298,Uhr,NOUN,840.32254,840.55254
2299,nee,X,845.78623,845.96623
2300,da,ADV,845.96623,846.01623
2301,läuft,VERB,846.01623,846.28623
2302,nix,PRON,846.28623,846.42623
2303,da,ADV,846.82248,846.9096
2304,steht,VERB,846.9096,847.1196
2305,fünfzehn,NUM,847.1196,847.4496
2306,Minuten,NOUN,847.4496,847.7296
2307,äh,INTJ,850.06794,850.26294
2308,äh,INTJ,850.40794,850.61794
2309,ja,ADV,850.61794,850.78794
2310,gut,ADV,853.88742,854.21742
2311,ja,ADV,854.64319,854.95231
2312,zwei,NUM,855.92181,856.17894
2313,zwei,NUM,856.17894,856.43894
2314,mal,ADV,856.43894,856.54894
2315,fünfundzwanzig,ADV,856.54894,857.5665
2316,und,CCONJ,858.48406,858.63119
2317,dann,ADV,858.63119,859.09
2318,genau,ADV,862.65917,862.95917
2319,type,VERB,863.7636,864.2536
2320,Gott,NOUN,865.39337,865.7205
2321,ja,ADV,865.7205,866.00798
2322,so,ADV,866.47613,866.71613
2323,viel,PRON,866.71613,866.93612
2324,Platz,NOUN,866.93612,868.28612
2325,äh,INTJ,870.28771,870.55771
2326,ja,ADV,870.55771,870.83115
2327,An-,X,875.27427,875.91233
2328,nee,X,877.80804,878.11517
2329,nee,X,878.77921,879.10633
2330,brauchen,VERB,879.18633,879.51633
2331,wir,PRON,879.51633,879.77133
2332,häh,VERB,894.54531,894.75531
2333,wir,PRON,894.75531,894.88531
2334,haben,AUX,894.88531,894.99531
2335,doch,CCONJ,894.99531,895.10531
2336,unsere,DET,895.10531,895.71531
2337,Zimmer,NOUN,895.71531,896.07531
2338,also,ADV,896.10531,896.37031
2339,Flur,NOUN,896.37031,896.71531
2340,ist,AUX,896.71531,896.83531
2341,hier,ADV,896.83531,897.10531
